IndividualID,FragID,LocationID,TableID,SumpID,TankID,DeathDate,Date_T0,WaterTemp_T0,Survival_T0,CoralWatch_T0,Bleaching_T0,BleachedArea_T0,BW_T0,Comment_T0,Date_T1,WaterTemp_T1,Survival_T1,CoralWatch_T1,Bleaching_T1,BleachedArea_T1,BW_T1,Comment_T1,Date_T2,WaterTemp_T2,Survival_T2,CoralWatch_T2,Bleaching_T2,BleachedArea_T2,BW_T2,Comment_T2,Date_T3,WaterTemp_T3,Survival_T3,CoralWatch_T3,Bleaching_T3,BleachedArea_T3,BW_T3,Comment_T3,Date_T4,WaterTemp_T4,Survival_T4,CoralWatch_T4,Bleaching_T4,BleachedArea_T4,BW_T4,Comment_T4,Date_T5,WaterTemp_T5,Survival_T5,CoralWatch_T5,Bleaching_T5,BleachedArea_T5,BW_T5,Comment_T5,Date_T6,WaterTemp_T6,Survival_T6,CoralWatch_T6,Bleaching_T6,BleachedArea_T6,BW_T6,Comment_T6,Date_T7,WaterTemp_T7,Survival_T7,CoralWatch_T7,Bleaching_T7,BleachedArea_T7,BW_T7,Comment_T7,Date_T8,WaterTemp_T8,Survival_T8,CoralWatch_T8,Bleaching_T8,BleachedArea_T8,BW_T8,Comment_T8,Date_T9,WaterTemp_T9,Survival_T9,CoralWatch_T9,Bleaching_T9,BleachedArea_T9,BW_T9,Comment_T9,Date_T10,WaterTemp_T10,Survival_T10,CoralWatch_T10,Bleaching_T10,BleachedArea_T10,BW_T10,Comment_T10,Date_T11,WaterTemp_T11,Survival_T11,CoralWatch_T11,Bleaching_T11,BleachedArea_T11,BW_T11,Comment_T11,Date_T12,WaterTemp_T12,Survival_T12,CoralWatch_T12,Bleaching_T12,BleachedArea_T12,BW_T12,Comment_T12,Depth,Longitude,Latitude,Reassessment_survival,Taxon,Reassessment_bleaching,TempMaxMM,TempMinMM,TempRange,TempMean,ITS2
EXP17,EXP17_T2,FR2,1,T2_1,Tank2,NA,4/2/2024,30.8,Alive,D5,NoBleaching,0,6.628,NA,10/2/2024,29.7,Alive,C3,NoBleaching,0,6.63,NA,17/2/2024,29.3,Alive,C3,NoBleaching,0,5.43,Pink,24/2/2024,30.1,Alive,C3,NoBleaching,0,6.775,Pink,2/3/2024,28.6,Alive,C3,NoBleaching,0,6.785,Pink,9/3/2024,26.5,Alive,C3,NoBleaching,0,6.796,Pink,16/3/2024,26.8,Alive,C3,NoBleaching,0,6.835,Pink,23/3/2024,26.1,Alive,C3,NoBleaching,0,6.825,Pink,30/3/2024,26.7,Alive,C3,NoBleaching,0,6.86,Pink,6/4/2024,27.5,Alive,C3,NoBleaching,0,6.866,Pink,13/4/2024,25.8,PartiallyDead,C2,NoBleaching,0,6.873,NA,19/4/2024,24.1,PartiallyDead,C3,NoBleaching,0,6.86,NA,27/4/2024,25.7,PartiallyDead,C3,NoBleaching,0,6.844,NA,10.3,151.9510635,-23.4708255,Unknown,Taxon1,Unknown,28.39861107,21.66318321,6.735427856,24.81371681,C8
EXP17,EXP17_T1,FR2,2,T1_2,Tank10,NA,4/2/2024,30.8,Alive,D5,NoBleaching,0,6.838,NA,10/2/2024,29.7,Alive,C3,NoBleaching,0,6.459,NA,18/2/2024,30.3,Alive,C3,NoBleaching,0,6.577,NA,25/2/2024,29.6,Alive,C3,NoBleaching,0,6.585,Pink,2/3/2024,28.6,Alive,C3,NoBleaching,0,6.616,Pink,10/3/2024,26.5,Alive,C3,NoBleaching,0,6.618,Pink,16/3/2024,26.8,Alive,C3,NoBleaching,0,6.609,Pink,23/3/2024,26.1,Alive,C3,NoBleaching,0,6.602,Pink,30/3/2024,26.7,Alive,C3,NoBleaching,0,6.628,Pink,6/4/2024,27.5,Alive,C3,NoBleaching,0,6.637,NA,13/4/2024,25.8,PartiallyDead,C3,NoBleaching,0,6.618,NA,19/4/2024,24.1,PartiallyDead,C3,NoBleaching,0,6.626,PDT,27/4/2024,25.7,PartiallyDead,C3,NoBleaching,0,6.11,NA,10.3,151.9510635,-23.4708255,Unknown,Taxon1,Unknown,28.39861107,21.66318321,6.735427856,24.81371681,C8
EXP17,EXP17_C,FR2,1,C_1,Tank1,9/4/2024,4/2/2024,30.8,Alive,D5,NoBleaching,0,8.185,NA,10/2/2024,29.7,Alive,C3,NoBleaching,0,8.31,NA,17/2/2024,29.3,Alive,C3,NoBleaching,0,6.865,NA,24/2/2024,30.1,Alive,C3,NoBleaching,0,8.437,Pink,2/3/2024,28.6,Alive,C3,NoBleaching,0,8.466,Pink,9/3/2024,26.5,Alive,C3,NoBleaching,0,8.45,Pink,16/3/2024,26.8,Alive,C3,NoBleaching,0,8.481,Pink,23/3/2024,26.1,Alive,C3,NoBleaching,0,8.582,Pink,30/3/2024,26.7,Alive,C2,NoBleaching,0,8.597,NA,6/4/2024,27.5,PartiallyDead,C2,NoBleaching,0,8.598,NA,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,10.3,151.9510635,-23.4708255,Unknown,Taxon1,Unknown,28.39861107,21.66318321,6.735427856,24.81371681,C8
EXP18,EXP18_T2,FR2,1,T2_1,Tank4,15/3/2024,4/2/2024,30.8,Alive,D3,NoBleaching,0,6.321,NA,10/2/2024,29.7,Alive,C2,NoBleaching,0,6.355,NA,17/2/2024,29.3,Alive,C3,NoBleaching,0,5.219,Pink,24/2/2024,30.1,Alive,C3,NoBleaching,0,8.221,"Pink, Reglued",2/3/2024,28.6,Alive,C2,NoBleaching,0,6.48,NA,9/3/2024,26.5,Alive,C2,NoBleaching,0,6.465,NA,16/3/2024,26.8,Dead,NA,NA,NA,NA,NA,23/3/2024,26.1,Dead,NA,NA,NA,NA,NA,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,6/4/2024,27.5,Dead,NA,NA,NA,NA,NA,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,9.8,151.9510635,-23.4708255,Unknown,Taxon1,Unknown,28.39861107,21.66318321,6.735427856,24.81371681,C8/C8a
EXP18,EXP18_T1,FR2,1,T1_1,Tank3,28/3/2024,4/2/2024,30.8,Alive,D3,NoBleaching,0,6.097,NA,10/2/2024,29.7,Alive,C3,NoBleaching,0,6.154,NA,17/2/2024,29.3,Alive,C3,NoBleaching,0,5.18,NA,24/2/2024,30.1,Alive,C3,NoBleaching,0,6.163,Pink,3/3/2024,28.6,Alive,C3,NoBleaching,0,6.04,Pink,9/3/2024,26.5,Alive,C3,NoBleaching,0,6.2,Pink,16/3/2024,26.8,Alive,C2,PartialBleaching,0.4,6.227,NA,23/3/2024,26.1,PartiallyDead,C2,NoBleaching,0,6.21,NA,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,6/4/2024,27.5,Dead,NA,NA,NA,NA,NA,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,9.8,151.9510635,-23.4708255,Unknown,Taxon1,Unknown,28.39861107,21.66318321,6.735427856,24.81371681,C8/C8a
EXP18,EXP18_C,FR2,1,C_1,Tank6,16/3/2024,4/2/2024,30.8,Alive,D4,NoBleaching,0,5.885,NA,10/2/2024,29.7,Alive,C3,NoBleaching,0,4.888,NA,17/2/2024,29.3,Alive,C3,NoBleaching,0,4.136,NA,24/2/2024,30.1,Alive,C3,NoBleaching,0,5.242,Pink,3/3/2024,28.6,Alive,C3,NoBleaching,0,4.886,NA,9/3/2024,26.5,Alive,C2,NoBleaching,0,4.874,NA,16/3/2024,26.8,Dead,NA,NA,NA,NA,NA,23/3/2024,26.1,Dead,NA,NA,NA,NA,NA,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,6/4/2024,27.5,Dead,NA,NA,NA,NA,NA,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,9.8,151.9510635,-23.4708255,Unknown,Taxon1,Unknown,28.39861107,21.66318321,6.735427856,24.81371681,C8/C8a
EXP19,EXP19_T2,FR2,2,T2_2,Tank11,NA,4/2/2024,30.8,Alive,D5,NoBleaching,0,7.85,NA,10/2/2024,29.7,Alive,D4,NoBleaching,0,6.861,NA,18/2/2024,30.3,Alive,D3,PartialBleaching,0.1,7.948,NA,25/2/2024,29.6,Alive,D3,PartialBleaching,0.1,7.974,NA,2/3/2024,28.6,Alive,C3,NoBleaching,0,8.504,NA,10/3/2024,26.5,Alive,C4,NoBleaching,0,8.013,Pink,16/3/2024,26.8,Alive,C4,NoBleaching,0,8.022,NA,23/3/2024,26.1,Alive,C4,NoBleaching,0,8.051,NA,30/3/2024,26.7,Alive,C4,NoBleaching,0,8.076,NA,6/4/2024,27.5,Alive,C5,NoBleaching,0,8.119,NA,13/4/2024,25.8,Alive,C5,NoBleaching,0,8.164,NA,19/4/2024,24.1,Alive,C5,NoBleaching,0,8.187,NA,27/4/2024,25.7,Alive,C5,NoBleaching,0,8.173,NA,9.5,151.9510635,-23.4708255,Unknown,Taxon1,Unknown,28.39861107,21.66318321,6.735427856,24.81371681,C8/C8a
EXP19,EXP19_C,FR2,1,C_1,Tank1,NA,4/2/2024,30.8,Alive,D5,NoBleaching,0,6.448,NA,10/2/2024,29.7,Alive,D3,NoBleaching,0,6.378,NA,17/2/2024,29.3,Alive,C3,NoBleaching,0,6.48,NA,24/2/2024,30.1,Alive,D3,NoBleaching,0,6.562,NA,2/3/2024,28.6,Alive,C3,NoBleaching,0,6.553,Pink,9/3/2024,26.5,Alive,D3,NoBleaching,0,6.56,Pink,16/3/2024,26.8,Alive,C3,NoBleaching,0,6.563,Pink,23/3/2024,26.1,PartiallyDead,C3,NoBleaching,0,15.336,TN tips,30/3/2024,26.7,PartiallyDead,C3,NoBleaching,0,6.578,NA,6/4/2024,27.5,PartiallyDead,C3,NoBleaching,0,6.553,NA,13/4/2024,25.8,PartiallyDead,C3,NoBleaching,0,6.572,NA,19/4/2024,24.1,PartiallyDead,C3,NoBleaching,0,6.711,NA,27/4/2024,25.7,PartiallyDead,C4,NoBleaching,0,6.561,NA,9.5,151.9510635,-23.4708255,Unknown,Taxon1,Unknown,28.39861107,21.66318321,6.735427856,24.81371681,C8/C8a
EXP19,EXP19_T1,FR2,1,T1_1,Tank5,NA,4/2/2024,30.8,Alive,D5,NoBleaching,0,5.079,NA,10/2/2024,29.7,Alive,C4,NoBleaching,0,5.063,NA,17/2/2024,29.3,Alive,C3,NoBleaching,0,4.063,NA,24/2/2024,30.1,Alive,C3,NoBleaching,0,5.213,NA,3/3/2024,28.6,Alive,C3,NoBleaching,0,5.221,NA,9/3/2024,26.5,Alive,C3,NoBleaching,0,5.246,Pink,16/3/2024,26.8,Alive,C3,NoBleaching,0,5.251,NA,23/3/2024,26.1,Alive,C3,NoBleaching,0,5.268,Pink; Reglued,30/3/2024,26.7,Alive,C4,NoBleaching,0,5.292,Pink,6/4/2024,27.5,Alive,C4,NoBleaching,0,5.293,NA,13/4/2024,25.8,Alive,C4,NoBleaching,0,5.293,NA,19/4/2024,24.1,Alive,C4,NoBleaching,0,5.299,NA,27/4/2024,25.7,Alive,C4,NoBleaching,0,5.273,NA,9.5,151.9510635,-23.4708255,Unknown,Taxon1,Unknown,28.39861107,21.66318321,6.735427856,24.81371681,C8/C8a
EXP20,EXP20_C,FR2,2,C_2,Tank9,25/3/2024,4/2/2024,30.8,Alive,D4,NoBleaching,0,8.13,NA,10/2/2024,29.7,Alive,C2,NoBleaching,0,8.083,NA,18/2/2024,30.3,Alive,C2,NoBleaching,0,8.21,NA,25/2/2024,29.6,Alive,C2,NoBleaching,0,8.276,NA,2/3/2024,28.6,Alive,C2,NoBleaching,0,8.215,NA,9/3/2024,26.5,PartiallyDead,C2,NoBleaching,0,8.2,RTN tips,16/3/2024,26.8,PartiallyDead,C2,PartialBleaching,0.5,8.199,NA,23/3/2024,26.1,PartiallyDead,C2,NoBleaching,0,8.182,NA,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,6/4/2024,28.3,Dead,NA,NA,NA,NA,NA,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,8.1,151.9510635,-23.4708255,Unknown,Taxon1,Unknown,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a
EXP20,EXP20_T1,FR2,1,T1_1,Tank3,15/3/2024,4/2/2024,30.8,Alive,D3,NoBleaching,0,9.452,NA,10/2/2024,29.7,Alive,D3,NoBleaching,0,5.87,NA,17/2/2024,29.3,Alive,D2,NoBleaching,0,5.03,NA,24/2/2024,30.1,Alive,D2,NoBleaching,0,5.881,NA,3/3/2024,28.6,Alive,C2,NoBleaching,0,5.953,NA,9/3/2024,26.5,PartiallyDead,C3,PartialBleaching,0.9,5.939,RTN,16/3/2024,26.8,Dead,NA,NA,NA,NA,NA,23/3/2024,26.1,Dead,NA,NA,NA,NA,NA,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,6/4/2024,27.5,Dead,NA,NA,NA,NA,NA,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,8.1,151.9510635,-23.4708255,Unknown,Taxon1,Unknown,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a
EXP20,EXP20_T2,FR2,1,T2_1,Tank4,9/3/2024,4/2/2024,30.8,Alive,D3,NoBleaching,0,4.716,NA,10/2/2024,29.7,Alive,C3,NoBleaching,0,4.694,NA,17/2/2024,29.3,Alive,C2,NoBleaching,0,4.261,NA,24/2/2024,30.1,Alive,D2,NoBleaching,0,4.816,NA,2/3/2024,28.6,Alive,C2,NoBleaching,0,4.756,NA,9/3/2024,26.5,Dead,NA,NA,NA,NA,NA,16/3/2024,26.8,Dead,NA,NA,NA,NA,NA,23/3/2024,26.1,Dead,NA,NA,NA,NA,NA,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,6/4/2024,27.5,Dead,NA,NA,NA,NA,NA,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,8.1,151.9510635,-23.4708255,Unknown,Taxon1,Unknown,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a
EXP21,EXP21_T2,FR2,1,T2_1,Tank4,NA,4/2/2024,30.8,Alive,D4,NoBleaching,0,6.569,NA,10/2/2024,29.7,Alive,C3,NoBleaching,0,6.62,NA,17/2/2024,29.3,Alive,C3,NoBleaching,0,5.768,Pink,24/2/2024,30.1,Alive,C3,NoBleaching,0,6.703,Pink,2/3/2024,28.6,Alive,C2,NoBleaching,0,6.772,Pink,9/3/2024,26.5,Alive,C3,NoBleaching,0,6.751,Pink,16/3/2024,26.8,Alive,C2,NoBleaching,0,6.775,NA,23/3/2024,26.1,Alive,C2,NoBleaching,0,6.769,Pink,30/3/2024,26.7,Alive,C2,NoBleaching,0,6.803,NA,6/4/2024,27.5,PartiallyDead,C2,NoBleaching,0,6.796,TLT,13/4/2024,25.8,PartiallyDead,C2,PartialBleaching,0.5,6.777,NA,19/4/2024,24.1,PartiallyDead,C3,NoBleaching,0,6.781,NA,27/4/2024,25.7,PartiallyDead,C3,NoBleaching,0,6.774,NA,6.6,151.9510635,-23.4708255,Unknown,Taxon1,Unknown,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a
EXP21,EXP21_T1,FR2,2,T1_2,Tank12,16/3/2024,4/2/2024,30.8,Alive,D4,NoBleaching,0,5.234,NA,10/2/2024,29.7,Alive,C3,NoBleaching,0,5.144,NA,18/2/2024,30.3,Alive,C3,NoBleaching,0,5.275,NA,24/2/2024,30.1,Alive,C3,NoBleaching,0,5.303,Pink,2/3/2024,28.6,Alive,C3,NoBleaching,0,5.889,Pink,10/3/2024,26.5,Alive,C2,NoBleaching,0,5.332,NA,16/3/2024,26.8,Dead,NA,NA,NA,NA,NA,23/3/2024,26.1,Dead,NA,NA,NA,NA,NA,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,6/4/2024,27.5,Dead,NA,NA,NA,NA,NA,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,6.6,151.9510635,-23.4708255,Unknown,Taxon1,Unknown,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a
EXP21,EXP21_C,FR2,2,C_2,Tank7,28/3/2024,4/2/2024,30.8,Alive,D4,NoBleaching,0,7.756,NA,10/2/2024,29.7,Alive,C3,NoBleaching,0,7.825,NA,18/2/2024,30.3,Alive,C3,NoBleaching,0,6.13,NA,25/2/2024,29.6,Alive,C3,NoBleaching,0,7.957,NA,2/3/2024,28.6,Alive,C3,NoBleaching,0,8.042,NA,9/3/2024,26.5,PartiallyDead,C2,NoBleaching,0,5.853,RTN tips,16/3/2024,26.8,PartiallyDead,C2,NoBleaching,0,8.007,NA,24/3/2024,26.1,PartiallyDead,C1,FullBleaching,1,8.017,TN tips,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,6/4/2024,28.3,Dead,NA,NA,NA,NA,NA,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,6.6,151.9510635,-23.4708255,Unknown,Taxon1,Unknown,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a
EXP22,EXP22_T2,FR2,1,T2_1,Tank2,12/2/2024,4/2/2024,30.8,Alive,D4,NoBleaching,0,6.628,NA,10/2/2024,29.7,Alive,C3,NoBleaching,0,6.586,NA,17/2/2024,29.3,Alive,C3,NoBleaching,0,5.585,NA,24/2/2024,30.1,Alive,C2,NoBleaching,0,6.716,Pink,2/3/2024,28.6,PartiallyDead,C2,NoBleaching,0,6.759,Algae,9/3/2024,26.5,Alive,C2,NoBleaching,0,6.746,Algae,16/3/2024,26.8,Dead,NA,NA,NA,NA,NA,23/3/2024,26.1,Dead,NA,NA,NA,NA,NA,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,6/4/2024,27.5,Dead,NA,NA,NA,NA,NA,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,5.9,151.9510635,-23.4708255,Unknown,Taxon1,Unknown,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a
EXP22,EXP22_C,FR2,1,C_1,Tank6,9/3/2024,4/2/2024,30.8,Alive,D4,NoBleaching,0,5.988,NA,10/2/2024,29.7,Alive,C3,NoBleaching,0,5.511,Pink,17/2/2024,29.3,Alive,C3,NoBleaching,0,4.065,Pink,24/2/2024,30.1,Alive,C3,NoBleaching,0,6.844,Pink,3/3/2024,28.6,PartiallyDead,C3,NoBleaching,0,5.595,Pink; RTN,9/3/2024,26.5,Dead,NA,NA,NA,NA,NA,16/3/2024,26.8,Dead,NA,NA,NA,NA,NA,23/3/2024,26.1,Dead,NA,NA,NA,NA,NA,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,6/4/2024,27.5,Dead,NA,NA,NA,NA,NA,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,5.9,151.9510635,-23.4708255,Unknown,Taxon1,Unknown,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a
EXP22,EXP22_T1,FR2,2,T1_2,Tank10,14/3/2024,4/2/2024,30.8,Alive,D4,NoBleaching,0,5.717,NA,10/2/2024,29.7,Alive,C3,NoBleaching,0,5.746,NA,18/2/2024,30.3,Alive,C3,NoBleaching,0,5.909,Pink,25/2/2024,29.6,Alive,C3,NoBleaching,0,5.891,Pink,2/3/2024,28.6,Alive,C2,NoBleaching,0,5.903,NA,10/3/2024,26.5,Alive,C2,NoBleaching,0,5.902,Algae,16/3/2024,26.8,Dead,NA,NA,NA,NA,NA,23/3/2024,26.1,Dead,NA,NA,NA,NA,NA,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,6/4/2024,27.5,Dead,NA,NA,NA,NA,NA,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,5.9,151.9510635,-23.4708255,Unknown,Taxon1,Unknown,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a
EXP23,EXP23_C,FR2,1,C_1,Tank1,NA,4/2/2024,30.8,Alive,D4,NoBleaching,0,4.067,NA,10/2/2024,29.7,Alive,C3,NoBleaching,0,4.115,NA,17/2/2024,29.3,Alive,C3,NoBleaching,0,3.194,NA,24/2/2024,30.1,Alive,D3,NoBleaching,0,4.195,NA,2/3/2024,28.6,Alive,D3,NoBleaching,0,4.269,NA,9/3/2024,26.5,Alive,D2,NoBleaching,0,4.283,NA,16/3/2024,26.8,Alive,C2,NoBleaching,0,4.277,NA,23/3/2024,26.1,Alive,C2,NoBleaching,0,4.272,NA,30/3/2024,26.7,PartiallyDead,C2,NoBleaching,0,4.301,TN tips,6/4/2024,27.5,PartiallyDead,C2,PartialBleaching,0.3,4.292,TLT,13/4/2024,25.8,PartiallyDead,C2,PartialBleaching,0.2,4.227,PDT,19/4/2024,24.1,PartiallyDead,C2,NoBleaching,0,4.261,PDT,27/4/2024,25.7,PartiallyDead,C2,NoBleaching,0,4.281,PDT,4.5,151.9510635,-23.4708255,Unknown,Taxon1,Unknown,28.41265106,21.66410255,6.748548508,24.81540555,C8/C8a
EXP23,EXP23_T1,FR2,1,T1_1,Tank5,13/3/2024,4/2/2024,30.8,Alive,D3,NoBleaching,0,4.586,NA,10/2/2024,29.7,Alive,C3,NoBleaching,0,4.591,Pink,17/2/2024,29.3,Alive,C2,NoBleaching,0,3.736,NA,24/2/2024,30.1,Alive,C2,NoBleaching,0,4.776,NA,3/3/2024,28.6,Alive,C2,NoBleaching,0,4.719,NA,9/3/2024,26.5,Alive,C2,NoBleaching,0,4.719,Algae,16/3/2024,26.8,Dead,NA,NA,NA,NA,NA,23/3/2024,26.1,Dead,NA,NA,NA,NA,NA,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,6/4/2024,27.5,Dead,NA,NA,NA,NA,NA,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,4.5,151.9510635,-23.4708255,Unknown,Taxon1,Unknown,28.41265106,21.66410255,6.748548508,24.81540555,C8/C8a
EXP23,EXP23_T2,FR2,2,T2_2,Tank8,26/3/2024,4/2/2024,30.8,Alive,D3,NoBleaching,0,5.205,NA,10/2/2024,29.7,Alive,D2,NoBleaching,0,5.255,NA,18/2/2024,30.3,Alive,C2,PartialBleaching,0.2,5.3,NA,25/2/2024,29.6,Alive,C2,PartialBleaching,0.5,5.307,NA,2/3/2024,28.6,Alive,C2,NoBleaching,0,5.32,NA,9/3/2024,26.5,Alive,C2,NoBleaching,0,5.305,NA,16/3/2024,26.8,Alive,C2,NoBleaching,0,5.316,NA,23/3/2024,26.1,PartiallyDead,C2,NoBleaching,0,5.297,NA,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,6/4/2024,28.3,Dead,NA,NA,NA,NA,NA,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,4.5,151.9510635,-23.4708255,Unknown,Taxon1,Unknown,28.41265106,21.66410255,6.748548508,24.81540555,C8/C8a
EXP24,EXP24_T2,BA1S,2,T2_2,Tank11,NA,5/2/2024,30.9,Alive,D5,NoBleaching,0,6.24,NA,10/2/2024,29.7,Alive,D6,NoBleaching,0,6.433,NA,18/2/2024,30.3,Alive,D5,NoBleaching,0,6.527,NA,25/2/2024,29.6,Alive,D5,NoBleaching,0,6.641,NA,2/3/2024,28.6,Alive,D4,NoBleaching,0,1.76,NA,10/3/2024,26.5,Alive,D4,NoBleaching,0.3,6.701,NA,16/3/2024,26.8,Alive,D4,NoBleaching,0.3,6.617,NA,23/3/2024,26.1,Alive,D4,PartialBleaching,0.3,6.494,NA,30/3/2024,26.7,Alive,D5,PartialBleaching,0.2,6.424,NA,6/4/2024,27.5,Alive,D5,PartialBleaching,0.2,6.502,NA,13/4/2024,25.8,Alive,D5,NoBleaching,0,6.608,NA,19/4/2024,24.1,Alive,D5,NoBleaching,0,6.724,NA,27/4/2024,25.7,Alive,D6,NoBleaching,0,6.651,NA,10.5,151.952453,-23.428043,PartiallyDead,Taxon1,NoBleaching,28.25893402,21.70922661,6.549707413,24.74034511,C8/C8a
EXP24,EXP24_C,BA1S,1,C_1,Tank1,4/4/2024,4/4/2024,30.9,Alive,D3,NoBleaching,0,11.57,NA,10/2/2024,29.7,Alive,D3,NoBleaching,0,11.56,NA,17/2/2024,29.3,Alive,D3,NoBleaching,0,10.18,NA,24/2/2024,30.1,Alive,D3,NoBleaching,0,11.941,NA,2/3/2024,28.6,Alive,D3,NoBleaching,0,11.867,NA,9/3/2024,26.5,Alive,D2,NoBleaching,0,12.681,NA,16/3/2024,26.8,PartiallyDead,D2,NoBleaching,0,12.403,NA,23/3/2024,26.1,PartiallyDead,D2,NoBleaching,0,12.783,NA,30/3/2024,26.7,PartiallyDead,D1,FullBleaching,1,11.908,NA,6/4/2024,27.5,Dead,NA,NA,NA,NA,NA,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,10.5,151.952453,-23.428043,PartiallyDead,Taxon1,NoBleaching,28.25893402,21.70922661,6.549707413,24.74034511,C8/C8a
EXP24,EXP24_T1,BA1S,1,T1_1,Tank5,11/3/2024,5/2/2024,30.9,Alive,D3,NoBleaching,0,7.608,NA,10/2/2024,29.7,Alive,D4,NoBleaching,0,7.6,NA,17/2/2024,29.3,Alive,D3,NoBleaching,0,6.099,NA,24/2/2024,30.1,Alive,D2,NoBleaching,0,7.905,NA,3/3/2024,28.6,Alive,D2,NoBleaching,0,7.773,NA,9/3/2024,26.5,PartiallyDead,D2,NoBleaching,0,7.714,NA,16/3/2024,26.8,Dead,NA,NA,NA,NA,NA,23/3/2024,26.1,Dead,NA,NA,NA,NA,NA,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,6/4/2024,27.5,Dead,NA,NA,NA,NA,NA,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,10.5,151.952453,-23.428043,PartiallyDead,Taxon1,NoBleaching,28.25893402,21.70922661,6.549707413,24.74034511,C8/C8a
